Name,Street,City,State,Phone,Website,Email,Type,Services,Comments,Hours
Madonna Hospital,,,,,madonnahospitalmakurdi.com.ng,info@madonnahospitalmakurdi.com.ng,Private,"Out-Patient,Paediatrics: The Paediatrics Department has two Neonatal wards (in-born and out-born) equipped with Photo-Therapy stands and 8 Incubators There are also two Paediatric Wards with 6 beds each. The department provides child welfare services including Immunization and growth monitoring,Maternity: The unit has an Obstetrics/Gynaecology ward with Six (6) beds, labour Room equipped with neonatal resuscitation equipments,GENERAL WARDS: The four (4) General Wards have Six (6) Beds each. All the Wards are connected to Cable TV,PRIVATE WARDS: There are two fully air-conditioned rooms with cable TV connectivity and refrigerator,VIP WARDS: There are Nine (9) well furnished, Air-conditioned rooms with independent Cable TV and a refrigerator,Radiology,Laboratory: The laboratory is equipped with state of the art equipments in the running of Haematology, Chemistry, Immunology, Microbiology and Parasitology. There is an air-conditioned waiting room with Cable TV where patients can relax while waiting for their results,Physiotherapy: Physiotherapy services is available in the facility,Pharmacy: There are two well stocked Pharmacies (Main and Mini). It has a sterile compounding unit attached to it,Mortuary: The hospital has a Mortuary for morgue services,Theatre: The MAJOR THEATRE is equipped with Diathermy Machines, Electro-hydrolyic Operating Table; the latest Model of Anaesthetic Machine with Ventilator, Vaporizer, and Patient Monitors. The MINOR THEATRE is used for Minor Procedures. Doctors Consulting Room. Endoscopy Suite,LAUNDRY UNIT: The hospital has its own laundry unit to ensure clean patient’s linens,POWER SUPPLY: The hospital is connected to the public power supply through a dedicated Transformer. It has a 114, 13 KVA Sound Proof Generator and 9KVA Gasoline generator with solar inverter generator installed at various blocks of the hospital to guaranteeing 24hrs power supply","Madonna hospital, a subsidiary of Madonna Health Services Limited is located in the heart of Makurdi the Benue State Capital,Madonna hospital is also a GLOBAL FUND site for free comprehensive HIV/AIDS services. It is a National Health Insurance Scheme (NHIS) accredited facility for Primary and Secondary services in addition to having Corporate Clients and Private Health insurance Schemes","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
General Hospital,,,,,,,Public,,"The General Hospital caters for everyone in her capacity. The mission of the hospital is to ensure the provision of safe, quality, affordable, adequate, equitable and accessible health services to all people in Nigeria","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Benue State University Teaching Hospital (BSUTH),,,,,bsuth.org.ng,inquiries@bsuth.org.ng,Public,"Heamodialysis,Endoscopy,Echocardiography,CT scanning,Medical care services,Training of medical students",Received accreditation from the Medical and Dental Council of Nigeria to be a suitable place for the training of medical students,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
"General Hospital, Vandekeiya",,,,,,,Public,,"The General Hospital caters for everyone in her capacity. The mission of the hospital is to ensure the provision of safe, quality, affordable, adequate, equitable and accessible health services to all people in Nigeria","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
St. Daniels Hospital,,,,,saintdanielhospital.business.site,stdanielhospital@yahoo.co.uk,Private,"Medical,Surgical,Laboratory,Ultrasound,X-Ray,Home care for elderly and aged patients with chronic illnesses",Wheelchair-accessible,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Myom Hospital,,,,,,,Private,"Medical Services: Hematology,Surgical Services: General Surgery, Neuro-Surgery,Pediatrics Services: Gastroenterology, Pulmonology,Ambulance Service,Special Clinical Services: Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Family Planning, Intensive Care Services , Accidents and Emergency,Obstetrics & Gynecology Services: Obstetrics, Gynecology, Fertility/Assisted Reproductive Techniques,Onsite Laboratory,Onsite Pharmacy",Facility Level: Myom Hospital is a Secondary Health Care Centre,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Faith Foundation Specialist Clinic,,,,,faithfoundationmedical.com,"executive@faithfoundationmedical.com, faithfoundationclinic57@yahoo.com",Private,Specialist and Maternity hospital,Its well groomed hospital with all the equipment. Clean and current when it comes to service delivery,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Bakor Medical Centre,,,,,bakorhospitals.com,"info@bakorhospitals.com, bmc.admin@bakorhospitals.com",Private,"Out-patient clinics,In-patient care,Surgical Services,Family healthcare,Women’s healthcare (Ante-Natal, Post-Natal care, Gynecological Services),DNA Services,Family Planning,Children’s healthcare including: Infant welfare (immunization),Mental health counseling,Acute and Urgent care 24/7,Diagnostic and Laboratory services,Ambulance service,Medical examinations for Pre-employment, Pre-travel, insurance and school admission,Health Education and Support groups (hypertension classes, diabetic classes, health and wellness classes),Mobile services (home care visits),Seafarers Medical Certification,Insurance medical care,Comprehensive HIV Services (Counselling, Testing and Treatment),Birth Registration,Eye examination,Clinical research/Clinical Trials","An exceptional leader in Cross River State who has proven himself amongst his contemporaries as a force to be reckoned with both in the medical profession and the general society,Dr. Sylvester E.N Ebaye is a medical guru who has proven himself a worthy  leader and untiring philanthropist,An exceptional Family Physician whose gentle and wonderful nature makes him an excellent and calming medical professional, perfectly complimenting his clinical expertise","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
"General Hospital, Calabar",,,,,,,Public,"Maternity,Surgery,Obstetric & Gynaecology,Emergency,Facility Level: Calabar General Hospital is a Secondary Health Care Centre","Wheelchair-accessible,Beautiful environment and some of the doctors (workers) very nice and friendly","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Danex Hospital,,,,,,,Private,"Danex Medical Centre offers medical services in general patient treatment such as medical laboratory, general surgery, gynecology, radiology and other medical treatment services",,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
County Specialist Hospital,,,,,,County Specialist Hospital,Private,"Gynaecology,Trauma Surgery,X Ray,Electrocardiography,Scanning,Photocopy Services",,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Calabar Specialist Hospital,,,,,,,Public,"Geared towards the delivery of qualitative, efficient and prompt medical care,Offers services to those in need of care, expert advice, and/or additional options for patient care, prevention of illness, and informed choices for a healthy lifestyle","Their wards are conducive for patients' relaxation and their staff are both warm and efficient in carrying out their work. This place also has a secured car park for about 80 vehicles,This referral, state-of-the-art, multi-discipline hospital. Located in the serene environment of the Summit Hills that is easily accessible,It boasts of 105 inpatient beds, 5 ICU Beds and 4 NICU beds. It also has 4 Operating Theaters,Most common visitors: The sick, the aged, pregnant and nursing mothers, medical practitioners","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Niima Consultant Clinic,,,,,,niimaconsultantshosp@yahoo.com,Private,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Bauchi State Specialist Hospital,,,,,,,Public,"Medical Services: Gastroenterology, Hematology, Neurology,Surgical Services: Ophthalmology, General Surgery, Cardiothoracic Surgery, Neuro-Surgery, Urology, Pediatric Surgery, Pathology,Pediatrics Services: Gastroenterology, Neonatology,Special Clinical Services: Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care, Scanning","Facility Level: Bauchi Specialist Hospital is a Tertiary Health Care Centre,Its old Tatari Ali polytechnic where specialist hospital is build and it become one among the modern hospital in Bauchi State","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Federal Medical Centre Azare,,,,,fmcazare.gov.ng,"fmcazare2000@gmail.com, fmcazare2000@gmail.com",Public,"Medicine: Outpatients Clinic 24hrs Emergency Coverage Inpatient Ward Service Diagnostics: Daily Electro-Cardiology (ECG) Weekly Echo-Cardiography,Dental Services: Outpatient Clinic Extraction Filling Scaling and Polishing Surgical Extraction Dental Surgery Splinting IMF (Multiple Fracture) Tooth Replacement,NHIS Services: Consultations Services Laboratory Services Pharmaceutical Services Radiology Services Patient Couseling Providing secondary services to NHIS clients by referring patients to specialty clinics for other services.,Pathology: Medical Microbiology Acid Fast Bacilli Blood Culture CSF Microscopy Gene Expert Microscopy Culture and Sensitivity (Urine, Sputum, Stool) Montaux Test MP/Widal Test Rheumatoid Factor Semen Analysis Skin Snip,Radiology: ULTRASONOGRAPHY: Musculo-skeletal scan Obstetrics and Gynaecology abdominal scan pelvic scan chest ultrasonography ocular scan vascular scan (doppler study) breast scan scrotal scan, etc.,Ophthalmology: Consultation on various Eye Ailments Medical Treatment of Eye Diseases Refraction Optical Correction of Refractive Errors","It is a federal institution which provide tertiary healthcare service deliver to the people,It is a fully-functional 300-bedded hospital with state-of-the-art medical equipment,The mandate of the Centre is to provide excellent healthcare services, training and research using professional staff and modern technology","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Pahlycon Hospital,,,,,,,Private,"Blood bank,Ambulance service","Users have reported the following experiences for Pahlycon Hosipital: Experience at the facility was good,Modes of payment: Cash","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Al-Ameen Hospital,,,,,,info@alameennigeria.com,Private,"Routine outpatient medical consultation,Specialist medical consultation (by appointment),Local Referral,International referral (Saudi Arabia only),Automated laboratory services (24 hours),Ultrasound Scan,Ante-natal care,Health Insurance,Medical screening and Medical reports,Child health services (vaccinations & wellness clinic),Public health research (clinical and community based),Emergency bed service",Modes of Payment: Cash,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Abubakar Tafawa Balewa University Teaching Hospital (ATBUTH),,,,,atbuth.ng,info@atbuth.ng,Public,"Internal Medicine,Family Medicine,Community Medicine,Radiology,Opthalmology,Othopedic,Surgery,Obstetric and Gynaecology,Ear, Nose and Throat,Paediatric,Psychiatry,MGIDR Laboratory,Physiotherapy,Medical Social Services,Health Information Management",,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Mount Olive Hospital,,,,,,,Private,"Health Care,Personal service",,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
St Athanasius Hospital,,,,,,,Private,St Athanasius Hospital is a private hospital that is dully approved to provide medical services on surgery and general medical practice,Wheelchair-accessible,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Nduye Medical Services,,,,,,abraham_inyangudoh@yahoo.com,Private,"Provides medical services in the areas of consultation and counselling, medical checkup and other services",,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Samaritan Clinic & Hospital,,,,,samaritanclinics.com,CMO@SAMARITANCLINICS.COM,Private,"Medical treatment and Medical certification in industrial health,Drug and Alchohol test,TB screening,Audiometry,Ultrasound,X Ray,Medical retainership,First aid training and oxygen administration,Ambulance Service,Laboratory Service,Pharmacy","The wards are made up of private wards, general and children’s ward","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Peace Hospital,,,,,,,Private,,"Peace hospital is one of the foremost private hospitals in Jimeta Adamawa state. The hospital still pride itself as one of the best as well,It is well organised and the staffs can be friendly on a good day,It is usually crowded maybe because its good and affordable. The staff should learn crowd management.","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Adamawa-German Medical Centre,,,,,,agmcyola2@gmail.com,Private,"Operation Theatres,Diagnostic,X-ray,Mammography,Sonography,Ergometry","A high quality surgical and laboratory equipped hospital with wide range of health care assistance,Hi-Tech medical facilities available and friendly German Doctors as well","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
General Hospital Michika,,,,,,,Public,"Medical Services: Gastroenterology,Dermatology,Hematology,Infectious Diseases,Surgical Services: General Surgery, Pathology,Pediatrics Services: Gastroenterology, Pulmonology, Neonatology,Special Clinical Services: Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care,Obstetrics & Gynecology Services: Obstetrics, Gynecology, Fertility/Assisted Reproductive Techniques,Ambulance Service,Onsite Laboratory,Onsite Imaging,Mortuary Service",Facility Level: Michika General Hospital is a Secondary Health Care Centre,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
General Hospital Numan,,,,,,,Public,,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Federal Medical Centre,,,,,fmcyola.gov.ng,,Public,"This is a multi-specialist hospital that has grown to become one of Nigeria’s leading hospitals, providing reliable, affordable, effective and high quality healthcare for all patients","The facility is not only fully furnished but provided with state-of-the-art equipment in the theatres, laboratories, radio-diagnosis, Special Care Baby Unit (SCBU), Dialysis Unit etc, which are intended to provide patient-friendly and conducive working environment for its staff","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
New Boshang Hospital ltd,,,,,boshanghospital.com,newboshangclinicltd@gmail.com,Private,Well equipped facilities providing specialized health care services and general surgery,Excellent Medical services rendered at a very affordable cost and instalment payments of bills for the less privileged in the society,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Adetade Hospital,,,,,,adetadehospital@gmail.com,Private,"Obstetric & Gynaecology,Ultrasound Scanning services","You get prompt attention and good quality care anytime of the day or night,There is also a standard Dental unit with Modern Facilities","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
St. Gregory’s Hospital,,,,,stgregoryshospital.com,doctor@stgregoryshospital.com,Private,"Emergency,Out-patient,In-Patient,Ambulance,ElectroCardiography (ECG),Family Planning,Paediatrics,X-Ray,General Surgery,Obstetric & Gynaecology,Ultrasound Diagnostic,Clinical laboratory,General Practice,NHIS Services","If you’d like to visit a patient, please contact the patient information desk at the hospital or call us on 08033580364 for more information,Accommodate visitors where it is appropriate to do so, and provide waiting rooms for families to use while patients are undergoing surgery or other procedures. These rooms are open daily from 7am to 10pm","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
FEDERAL TEACHING HOSPITAL IDO-EKITI,,,,,fethi.gov.ng,,Public,"Accident & Emergency,Haematology & Blood Transfusion,Surgery,Family Medicine,Dentistry,Radiology,Dietetic,Medicine,Physiotherapy,Pharmacy,Paediatrics,EAR, NOSE & THROAT (OTO-RHINO-LARYNGOLOGY),CHEMICAL PATHOLOGY",,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Federal Medical Center,,,,,,,Public,"Obstetric & Gynaecology,Ophthalmology,Orthopaedics,Paediatrics,Pharmacy,Radiology,Ear, Nose and Throat,Internal Medicine,Dental,Oral Surgery,Community Health,Anaesthesia,Mental Health",,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
State Specialist Hospital,,,,,,,Public,Provides general medical care and health services,"Wheelchair-accessible,Serene environment with courteous staff","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Kenechukwu Specialist Hospital,,,,,,kenehosp@yahoo.com,Private,,"Wheelchair-accessible,A clean & affordable hospital","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Akulue Memorial Hospital,,,,,,,Public,Medical Center,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Enugu State University Teaching Hospital (ESUTH) Parklane,,,,,esuth.org,parklanehospitalenugu@yahoo.com,Public,"Pharmacy,SCHOOL OF MIDWIFERY,Obstetric & Gynaecology,Internal Medicine,HISTOPATHOLOGY: Laboratory Unit, Mortuary Unit, Forensic unit/Assault clinic,MEDICAL SOCIAL SERVICES,Nutrition & Dietetics,Surgery,Paediatrics","Awesome Environment...really cool and calm even on the busiest school days.Very optimal learning environment,This is hospital has lots of people traffic,the environment is very neat. It is expensive. Special cases are Also treated. ESUT medical students also reside and study there,Low parking space","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Federal Teaching Hospital,,,,,fthgombe.gov.ng,cmd@fthgombe.gov.ng,Public,"Medicine:- ECG, Echocardiography, Holter monitoring, Dialysis, Upper and Lower GIT Endoscopy,Surgery:- Lower GIT Endoscopy, Endoscopic surgery, cryotherapy/cryoshape therapy for keloids and related lesion,ENT:- Audiometry, Tymponometry,Oncology:- Brachytherapy,Obstetrics & Gynaecology:-  Colposcopy, endoscopic Surgery, cryotherapy,Ophthalmology:- Oculoplastic Surgeries,Dental Surgery,Accident & Emergency [A & E],General Out-patient [Family Medicine],Radiology:- MRI, CT, Mammography, flouroscopy,Physiotherapy,Pharmacy,Nursing Services,Laboratories:- PCR, Immunohistochemistry, Hormonal Assay, Tumor Markers, Bone Marrow Studies, Acute Phase Reactants, Quantitative Rhfactor, Neonatal diagnosis of sickle cell anemia,Histopathology: Immunohistochemistry,Paediatrics:- Phototherapy, Exchange Blood Transfusion","Federal Medical Center now Federal Teaching Hospital, Gombe is a federal government of Nigeria medical centre located in Gombe. And it's widely consider as the largest and the best hospital in Gombe state,Strategically placed in the heart of Gombe. The teaching hospital is easily accessible to all and sundry. They provide a wide range of healthcare needs to the public,This is tertiary health institution that carters for the health of Gombe people and serve as a learning and research field for Resident doctors and medical students of Gombe State, University","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Metro Clinic,,,,,,,Private,Hospital activities,Wheelchair Accessible,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
AHAJAS Memorial Hospital,,,,,,,Private,"Medical Services,Laboratory diagnostic,Screening and Tests,X-ray,Pharmacy","The Hospital is very beautiful and neat, their charges are also fair, both the rich middle class people and poor can afford this place,Very easy to locate as its not far away from the main road. Well equipped and well furnished,The hospital has a good facilities and conducive environment for a patients to recovered in a short time. Well ventilation system and not noisy place","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Miyetti Hospital,,,,,,miyettihospital@yahoo.com,Private,"Pathology,Orthopaedic,Cardiology,Ambulance Service,Pharmacy,Diabetic Care",Good services & nice environment,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Umezuruike Hospital,,,,,umezuruikehospital.com,"info@umezuruikehospital.com, umezhospital@yahoo.com",Private,"General out-patient clinic,Surgical out-patient clinic,Antenatal / postnatal clinic,Pediatric out-patient clinic,Ultrasonography services with two MINDRAY 3DC-N3 ultrasound  machines manned by trained sonographers and sonologists,X-ray services: fully equipped to carry out routine and specialized procedures including requests from outside the hospital,Laboratory services: The laboratory is equipped to carry out virtually all laboratory tests and takes requests from outside the hospital,Ear Nose and Throat (ENT) Clinic,Electrocardiography services,Eye clinic for various eye diseases,Echo cardiography","Umezuruike hospital is a 50-bed hospital for both ordinary and private room admissions in the various specialties of Medicine, Surgery, Obstetrics and Gynaecology and Paediatrics,A modern air conditioned fully equipped ambulance is stand by 24 hours a day with trained ambulance drivers","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Federal Medical Center Owerri,,,,,,contact@fcmowerri.com.ng,Public,"Paediatrics,Obstetrics and Gynaecology,Medicine,Family Medicine,Internal Medicine,Anesthesia,Ophthalmology,Pharmacy,Radiology,Surgery,Clinical Chemistry,Nutrition and Dietetics,Orthopedics,Physiotherapy","FMC Owerri is a tertiary institution located within the Imo State Capital, and offers all forms of healthcare services,All the major clinical units are up and running, and as well the laboratory services,They also train healthcare professionals of various cardres.Aside the limitation of space (it is actually relatively small), everything else is okay","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Federal Medical Centre jigawa,,,,,fmcbkd.gov.ng,info@fmcbkd.gov.ng,Public,Medical Services,"Its a very nice place to work, because u get to know more when it comes to hospitality, they are very accommodating,you learn more about patients, the Doctors and nurses how the carry out their job functions,go to ward rounds,attends to patients,relatives and caregivers","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
General Hospital Dutse,,,,,,,Public,"The General Hospital caters for everyone in her capacity. The mission of the hospital is to ensure the provision of safe, quality, affordable, adequate, equitable and accessible health services to all people in Nigeria",,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Sefa Specialist Hospital,,,,,sefaspecialisthospital.com,info@sefaspecialisthospital.com,Private,"Sefa Specialist Hospital provide experts surgeons, physicians, pediatricians, obstetricians, etc, to attend to various health issues",Wheelchair Accessible,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Zaria Almadina Clinic,,,,,info@almadinazaria.com,almadinazaria.com,Private,"Pharmacy,Paediatrics,Gynaecology,Ophthalmology,Surgery,Laboratory,Urology,Rheumatology",Qualitative and affordable healthcare solutions,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Continental Medical Centre,,,,,continentalmedcentre.com,,Private,"General Physician Doctors,Paediatricians",,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Onward Specialist Hospital,,,,,onwardsphospital.org,"onwardsphosp@yahoo.com, audit.onwardhospital@gmail.com",Private,"General Medicine,Surgery,Maternal and Child Health,Laboratory,Blood Bank,X-Ray Services,Endoscopy,Ultrasound,Ambulance Service,Pharmacy,ECG and Echo,Nutritional & Catering Services",An accredited healthcare provider for the National Health Insurance Scheme (NHIS),"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
St John And Mary Hospital,,,,,,docbayooni2@yahoo.com,Private,Offering specialized and affordable healthcare services,"Its an old hospital, A little improvement on facility","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Federal Medical Centre Abeokuta,,,,,fmcabeokuta.net,info@fmcabeokuta.org,Public,"Routine and emergency diagnostic and therapeutic clinical services covering different specialties including obstetrics and gynaecology, paediatrics, neurology, cardiology, endocrinology, gastroenterology, nephrology, psychiatry, general and oncologic surgery, orthopaedics and trauma, plastic surgery, urology, ophthalmology, oral and maxillofacial surgery, radiology, general dentistry, anaesthesia, pain and palliative medicine, community medicine and primary care, family medicine, pathology, pharmaceutical care and physiotherapy,In partnership with the Institute of Human Virology (IHVN) Abuja, patients with HIV/AIDS are offered a wide range of diagnostic, therapeutic, rehabilitative, palliative and social services in a multidisciplinary setting",,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
General Hospital Minna,,,,,,,Public,"The General Hospital caters for everyone in her capacity. The mission of the hospital is to ensure the provision of safe, quality, affordable, adequate, equitable and accessible health services to all people in Nigeria","The structure restructuring and General renovation is visible and commendable,Good hospital with great staff and support strength. Planned layout with loads of space for ventilation and ease of movement. 24 hours stand by generator set and solar systems attached to key areas","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Mararaba Adonai Hospital,,,,,adonaihospital.com,info@adonaihospital.com,Private,"Family Planning,Obstetrics and Gynaecology,General Surgery Services,Dental Services,Immunization,Eye Clinic Services,Paediatric care,IVF,Laboratory,Cardiology,Scanning Services",Adonai has had 2 decades of successful healthcare delivery to varying population groups within the Mararaba- Abuja locale and beyond,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Sauki Clinic and Hospital,,,,,,,Private,"Medical Services: Cardiology,Infectious Diseases,Family Medicine,Surgical Services: General Surgery, Anesthesia, Radiology,Paediatrics,Ambulance Service,Obstetric & Gynaecology,Onsite Imaging,Onsite Laboratory,Onsite Pharmacy,Special Clinical Services: Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Intensive Care Services , Hepatitis, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",Facility Level: Sauki Clinic and Hospital is a Secondary Health Care Centre,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Federal Medical Center Lokoja,,,,,fmclokoja.org.ng,FMCLKJ@gmail.com ,Public,"Obstetric & Gynaecology,Internal Medicine,Pharmacy,Dental,Radiology,Physiotherapy,LABORATORY,Ambulance Service,Consultant Report",Facility Level: Lokoja Federal Medical Centre is a Tertiary Health Care Centre,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Medcare Hospital,,,,,medcareng.com,"medcarehospital@gmail, medcarehospitalsng@gmail.com",Private,"Medical Services: Cardiology, Gastroenterology, Nephrology, Endocrinology, Geriatrics, Pulmonology, Psychiatry/Behavioral Medicine, Family Medicine,Surgical Services: General Surgery, Anesthesia, Otorhinolaryngology (ENT),Pediatrics Services: Neonatology,Obstetric & Gynaecology,Special Clinical Services: Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Hepatitis, Accidents and Emergency,Onsite Laboratory,Onsite Pharmacy",Facility Level: MED Care Hospital is a Secondary Health Care Centre,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Sir Yahaya Memorial Hospital,,,,,siryahayahospital.com,,Public,"Emergency,General health care,Children health care,Adult Health care,Medical laboratory,Pharmacy,Medical Services"," Its has a great view, its a convenient environment for both patients and doctors, its a Condusive atmosphere for health and medical activities","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Standard Specialist Hospital,,,,,,standardspecialisthospitals@yahoo.com,Private,"Out Patient Care,Emergency Services,Paediatric care,Obstetric & Gynaecology,Radiology",Wheelchair Accessible,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Wudil General Hospital,,,,,,,Public,General Hospital services,Wheelchair Accessible,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Federal Medical Centre Katsina,,,,,fmckatsina.gov.ng,,Public,General Medical service,Federal Medical Center provides the primary health care and tertiary health care to the people,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Sokoto clinic,,,,,,,Private,Medical Services,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Usmanu Danfodiyo Teaching Hospital,,,,,uduth.org.ng,info@uduth.org.ng,Public,"General Out Patient Clinic (GOPD),Medical Out-patient Clinic (MOPD),Surgery,Anaesthesiology,Neuro Surgery,Radiology,Ear Nose and Throat (ENT) Clinic,Dental,Nursing Services,Medical Library,Family Medicine,Community Medicine,Obstetrics & Gynaecology,Accident & Emergency,Paediatrics,Radiotherapy,Opthalmology,Pharmacy,Psychiatry",,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Federal Medical Centre Jalingo,,,,,fmcjalingo.gov.ng,info@fmcjalingo.gov.ng,Public,"ANAESTHESIA DEPARTMENT,DENTISTRY DEPARTMENT,FAMILY MEDICINE DEPARTMENT,INTERNAL MEDICINE DEPARTMENT,MEDICAL SOCIAL SERVICES DEPARTMENT,MEDICAL LABORATORY SERVICES DEPARTMENT,NURSING SERVICES DEPARTMENT,NUTRITION AND DIETETICS DEPARTMENT,OBSTETRICS AND GYNAECOLOGY DEPARTMENT,OPHTHALMOLOGY DEPARTMENT,PAEDIATRICS DEPARTMENT,PATHOLOGY DEPARTMENT,PHARMACY DEPARTMENT,PHYSIOTHERAPY DEPARTMENT,RADIOLOGY DEPARTMENT,SURGERY DEPARTMENT,WORKS AND MAINTENANCE DEPARTMENT",,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
"Federal Medical Centre, Nguru",,,,,,,Public,Medical Services,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
DAULA HOSPITAL & MATERNITY HOME,,,,,,"DAULAHOSPITAL@YAHOO.COM, DAULAHOSPITAL@HOTMAIL.COM",Private,General Hospital services,,"[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
Poly Medical And Diagnostic Centre,,,,,,,Private,General Medical service,"Facility Level: Poly Diagnostic Centre is a Primary Health Care Centre,Wheelchair Accessible","[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object]"
